1303,Good Years,ZAYN,.
1304,PILLOWTALK,ZAYN,.
1305,There You Are,ZAYN,.
1306,365,Zedd,.
1307,Happy Now,Zedd,.
1308,Stay (with Alessia Cara),Zedd,.
1309,The Middle,Zedd,.
1310,Hola,Zion & Lennox,.
1311,La Player (Bandolera),Zion & Lennox,.
1312,Otra Vez (feat. J Balvin),Zion & Lennox,.
